col_name,data_type,comment
DATA_MOU_CHRG_WK4,"decimal(20,8)","Indicates Total Volume of  Data events within a given month.
WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
DATA_MOU_FREE_M1,"decimal(20,8)","Indicates Total Volume of  Data events within a given month.
M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
DATA_MOU_FREE_M3,"decimal(20,8)","Indicates Total Volume of  Data events within a given month.
M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
DATA_MOU_FREE_M6,"decimal(20,8)","Indicates Total Volume of  Data events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
DATA_MOU_FREE_WK1,"decimal(20,8)","Indicates Total Volume of  Data events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
DATA_MOU_FREE_WK2,"decimal(20,8)","Indicates Total Volume of  Data events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
DATA_MOU_FREE_WK3,"decimal(20,8)","Indicates Total Volume of  Data events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
DATA_MOU_FREE_WK4,"decimal(20,8)","Indicates Total Volume of  Data events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
DATA_MOU_IB_M1,"decimal(20,8)",Data in bundle volume
DATA_MOU_IB_M3,"decimal(20,8)",Data in bundle volume
DATA_MOU_IB_M6,"decimal(20,8)",Data in bundle volume
DATA_MOU_IB_WK1,"decimal(20,8)",Data in bundle volume
DATA_MOU_IB_WK2,"decimal(20,8)",Data in bundle volume
DATA_MOU_IB_WK3,"decimal(20,8)",Data in bundle volume
DATA_MOU_IB_WK4,"decimal(20,8)",Data in bundle volume
DATA_MOU_M1,"decimal(20,8)","Indicates Total Volume of  Data events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
DATA_MOU_M3,"decimal(20,8)","Indicates Total Volume of  Data events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
DATA_MOU_M6,"decimal(20,8)","Indicates Total Volume of  Data events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
DATA_MOU_NAT_CHRG_M1,"decimal(20,8)",Data National Charged Volume
DATA_MOU_NAT_FREE_M1,"decimal(20,8)",Data National Free Volume
DATA_MOU_NAT_M1,"decimal(20,8)",Data National Overall Volume
DATA_MOU_ROAM_CHRG_M1,"decimal(20,8)",Data Roaming Usage Charge
DATA_MOU_ROAM_FREE_M1,"decimal(20,8)",Data Roaming Usage Free
DATA_MOU_ROAM_M1,"decimal(20,8)",Data Roaming Usage
DATA_MOU_ROAM_M3,"decimal(20,8)",Data Roaming Usage
DATA_MOU_ROAM_M6,"decimal(20,8)",Data Roaming Usage
DATA_MOU_ROAM_WK1,"decimal(20,8)",Data Roaming Usage
DATA_MOU_ROAM_WK2,"decimal(20,8)",Data Roaming Usage
DATA_MOU_ROAM_WK3,"decimal(20,8)",Data Roaming Usage
DATA_MOU_ROAM_WK4,"decimal(20,8)",Data Roaming Usage
DATA_MOU_ROAM_WKDAY_M1,"decimal(20,8)",Data Roaming Usage Weekdays
DATA_MOU_ROAM_WKEND_M1,"decimal(20,8)",Data Roaming Usage Weekends
DATA_MOU_WK1,"decimal(20,8)","Indicates Total Volume of  Data events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
DATA_MOU_WK2,"decimal(20,8)","Indicates Total Volume of  Data events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
DATA_MOU_WK3,"decimal(20,8)","Indicates Total Volume of  Data events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
DATA_MOU_WK4,"decimal(20,8)","Indicates Total Volume of  Data events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
DATA_REV_M1,"decimal(20,8)","Indicates Total Revenue of  Data events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
DATA_REV_M3,"decimal(20,8)","Indicates Total Revenue of  Data events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
DATA_REV_M6,"decimal(20,8)","Indicates Total Revenue of  Data events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
DATA_REV_NAT_M1,"decimal(20,8)",Data Revenue National
DATA_REV_ROAM_M1,"decimal(20,8)",Data Revenue Roaming
DATA_REV_ROAM_M3,"decimal(20,8)",Data Revenue Roaming
DATA_REV_ROAM_M6,"decimal(20,8)",Data Revenue Roaming
DATA_REV_ROAM_WK1,"decimal(20,8)",Data Revenue Roaming
DATA_REV_ROAM_WK2,"decimal(20,8)",Data Revenue Roaming
DATA_REV_ROAM_WK3,"decimal(20,8)",Data Revenue Roaming
DATA_REV_ROAM_WK4,"decimal(20,8)",Data Revenue Roaming
DATA_REV_VAT_M1,"decimal(20,8)",Data Revenue VAT
DATA_REV_WK1,"decimal(20,8)","Indicates Total Revenue of  Data events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
DATA_REV_WK2,"decimal(20,8)","Indicates Total Revenue of  Data events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
DATA_REV_WK3,"decimal(20,8)","Indicates Total Revenue of  Data events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
DATA_REV_WK4,"decimal(20,8)","Indicates Total Revenue of  Data events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
DATA_REV_WKDAY_M1,"decimal(20,8)","Indicates Total Revenue of  Data events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
DATA_REV_WKEND_M1,"decimal(20,8)","Indicates Total Revenue of  Data events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
DATA_SESSN_CNT_M1,int,"Indicates Number of Occurences of  Data events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
DATA_UNKNOWN_MB_M1,"decimal(20,8)",Data Usage Uknown Technology
DATA_UNKNOWN_MB_M1_GS,"decimal(15,8)",Data Usage Uknown Technology Prepaid
DATA_UNKNOWN_MB_M1_WS,"decimal(15,8)",Data Usage Uknown Technology Postpaid
DATA_UPLD_DUR_M1,bigint,Data Upload Volume
DATA_WEEEND_VOL_M1,"decimal(20,8)","Indicates Total Volume of  Data events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
DATA_WEEKDAY_VOL_M1,"decimal(20,8)","Indicates Total Volume of  Data events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
DEVICE_CONTRACT_DURATION,int,Device Contract Duration
DEVICE_CONTRACT_EXPIRY_DATE,date,Device Contract Expiry Date
DEVICE_CONTRACT_F,string,Device Contract Flag
DEVICE_CONTRACT_START_DATE,date,Device Contract Start Date
DGTL_CNL_PYMT_AMT_M1,"decimal(20,8)",Digital Channels Payment Amount
DGTL_CNL_RCH_AMT_M1,"decimal(20,8)",Digital Channels Recharge Amount
DIGIT_APP_ETSLT_CNT,int,Indicates customer has logged in once to etisalat application
DIGIT_APP_ETSLT_FLG,string,Indicates customer has logged in once to etisalat application
DIGIT_APP_SMLS_CNT,int,Indicates total count of login into Smiles application of etisalat
DIGIT_APP_SMLS_FLG,string,Indicates customer has logged in once to smiles application
DLY_IDD_ALLOWANCE_MINS,"decimal(38,4)",Daily IDD Allowance Minutes
DLY_IDD_MINS_OTC,"decimal(38,6)",Daily IDD Allowance One Time Charge
DLY_LOCAL_DATA_ALLOWANCE_MB,"decimal(38,4)",Daily Local Data Allowance MB
DLY_LOCAL_DATA_OTC,"decimal(38,6)",Daily Local Data One Time Charge
DLY_NATIONAL_ALLOWANCE_MINS,"decimal(38,4)",Daily National Allowance Minutes
DLY_NATIONAL_MINS_OTC,"decimal(38,6)",Daily National One Time Charge
DOC_TP,string,Document Type in EDMS
DOD_FLG,string,Deal of the day flag
DOD_INQUIRY_FLG,string,Deal of the day Inquiry flag
DOD_OPTIN_FLG,string,Deal of the day optin flag
DPI_FACEBOOK_DRTN,"decimal(38,4)",Total Facebook Duration
DPI_FACEBOOK_SESSN,int,Number of Facebook Sessions.
DPI_INSTAGRAM_DRTN,"decimal(38,4)",Total Instagram Duration
DPI_INSTAGRAM_SESSN,int,Number of Instagram Sessions.
DPI_SNAPCHAT_DRTN,"decimal(38,4)",Total Snapchat Duration
DPI_SNAPCHAT_SESSN,int,Number of Snapchat Sessions.
DPI_TOP_APP_1,string,Top mobile app used.
DPI_TOP_APP_1_DRTN,"decimal(38,4)",Top mobile app used duration.
DPI_TOP_APP_1_SESSN,int,Top mobile app used duration.
DPI_TOP_APP_2,string,Top mobile app used.
DPI_TOP_APP_2_DRTN,"decimal(38,4)",Top mobile app used duration.
DPI_TOP_APP_2_SESSN,int,Top mobile app used duration.
DPI_TOP_APP_3,string,Top mobile app used.
DPI_TOP_APP_3_DRTN,"decimal(38,4)",Top mobile app used duration.
DPI_TOP_APP_3_SESSN,int,Top mobile app used duration.
DPI_TOP_APP_4,string,Top mobile app used.
DPI_TOP_APP_4_DRTN,"decimal(38,4)",Top mobile app used duration.
DPI_TOP_APP_4_SESSN,int,Top mobile app used duration.
DPI_TOP_APP_5,string,Top mobile app used.
DPI_TOP_APP_5_DRTN,"decimal(38,4)",Top mobile app used duration.
DPI_TOP_APP_5_SESSN,int,Top mobile app used duration.
DPI_TWITTER_DRTN,"decimal(38,4)",Total Twitter Duration
DPI_TWITTER_SESSN,int,Number of Twitter Sessions.
DPI_WHATSAPP_DRTN,"decimal(38,4)",Total WhatsApp Duration
DPI_WHATSAPP_SESSN,int,Number of WhatsApp Sessions.
DU_SL_FLAG,string,Du Call Select Flag Prepaid Calling Card
DU_SL_MOB_REV_M1,"decimal(38,14)",Du Call select Mobile Voice Revenue
DU_SL_VO_FIX_MOU_M1,"decimal(38,10)",Du Call select Fixed Voice Usage
DU_SL_VO_FIX_REV_M1,"decimal(38,14)",Du Call select Fixed Voice Revenue
DU_SL_VO_IDD_MOU_M1,"decimal(38,10)",Du Call select IDD Voice Usage
DU_SL_VO_IDD_REV_M1,"decimal(38,14)",Du Call select IDD Voice Revenue
DU_SL_VO_MOB_MOU_M1,"decimal(38,10)",Du Call select Mobile Voice Usage
DVC_RNTL_M1,"decimal(20,8)",Monthly Device Rental for all devices purchased
DXB_AUH_COMM,string,Indicates the home contact region and work contact region
DXB_SHA_COMM,string,Indicates the home contact region and work contact region
EP_AVG_BAL_M1,"decimal(19,10)",Average monthly balance
EP_DATA_MMS_CNT_M1,"decimal(38,4)",Easy Prepaid Data MMS Count
EP_DATA_MMS_REV_M1,"decimal(38,10)",Easy Prepaid Data MMS Revenue
EP_DATA_MMS_ROAM_MOU_M1,"decimal(20,8)",Easy Prepaid MMS Roam Usage
EP_DATA_MMS_ROAM_REV_M1,"decimal(38,10)",Easy Prepaid MMS Roam Revenue
EP_DATA_MMS_VOL_MB_M1,"decimal(20,8)",Easy Prepaid MMS Data Volume
EP_DATA_VOL_MB_AVG_M1,"decimal(15,6)",Easy Prepaid Monthly Average Data MB
EP_FLG,string,Easy Prepaid Flag
EP_ROAM_ALL_CNT_M1,int,Easy Prepaid Roam Transactions
EP_SO_OB_ACT_CNT_M1,"decimal(38,4)",Easy Prepaid SMS Out Bundle Count
EP_SO_OB_ACT_REV_M1,"decimal(20,8)",Easy Prepaid SMS Out Bundle Revenue
EP_SO_OB_ROAM_CNT_M1,int,Easy Prepaid SMS Out Bundle Roaming Count
EP_SO_OB_ROAM_REV_M1,"decimal(20,8)",Easy Prepaid SMS Out Bundle Roaming Revenue
EP_TOT_TOPUP_AMT,"decimal(20,8)",Indicates total amount of Recharges events for Virtual Prepaid customers within a given month.
EP_TOT_TOPUP_CNT,int,Indicates number of occurences of Recharges events for Virtual Prepaid customers within a given month.
EP_TOTAL_BALANCE,"decimal(20,8)",Indicates last available prepaid balance for Virtual prepaid customers within a given month.
EP_VO_IDD_ACT_CNT_M1,"decimal(38,4)",Easy Prepaid Voice IDD Count
EP_VO_IDD_ACT_MOU_M1,"decimal(20,8)",Easy Prepaid Voice IDD Usage
EP_VO_IDD_AVG_MOU_M1,"decimal(15,6)",Easy Prepaid Monthly Average IDD Usage
EP_VO_IDD_OB_ACT_REV_M1,"decimal(20,8)",Easy Prepaid Voice IDD Out Bundle Revenue
EP_VO_IDD_OB_ROAM_MOU_M1,"decimal(20,8)",Easy Prepaid Voice IDD Roaming Usage
EP_VO_IDD_OB_ROAM_REV_M1,"decimal(20,8)",Easy Prepaid Voice Out Bundle Revenue
EP_VO_M2F_OB_ACT_MOU_M1,"decimal(20,8)",Indicates total Minutes generated by Voice Mobile to phone events for Virtual Prepaid customers within a given month.
EP_VO_M2F_OB_ACT_REV_M1,"decimal(20,8)",Indicates total revenue generated by Voice Mobile to phone events for Virtual Prepaid customers within a given month.
EP_VO_M2F_OB_ROAM_MOU_M1,"decimal(20,8)",Easy Prepaid Mobile2Fixed Out Bundle Roam Usage
EP_VO_M2F_OB_ROAM_REV_M1,"decimal(20,8)",Easy Prepaid Voice Mobile2Fixed Out Bundle Revenue
EP_VO_M2M_M2F_ACT_CNT_M1,"decimal(38,4)",Easy Prepaid Voice Mobile to Mobile/Fixed Count
EP_VO_M2M_OB_ACT_MOU_M1,"decimal(20,8)",Indicates total Minutes generated by Voice Mobile to phone events for Virtual Prepaid customers within a given month.
EP_VO_M2M_OB_ACT_REV_M1,"decimal(20,8)",Indicates total revenue generated by Voice Mobile to phone events for Virtual Prepaid customers within a given month.
