col_name,comment
VO_ROAM_ACT_MOU_M1,Duration of actual Voice Roaming Minutes for a specific Month
VO_ROAM_CNT_CHRG_M1,Monthly Voice Roaming Charged Count
VO_ROAM_CNT_CHRG_M3,Monthly Voice Roaming Charged Count
VO_ROAM_CNT_CHRG_M6,Monthly Voice Roaming Charged Count
VO_ROAM_CNT_CHRG_WK1,Weekly Voice Roaming Charged Count
VO_ROAM_CNT_CHRG_WK2,Weekly Voice Roaming Charged Count
VO_ROAM_CNT_CHRG_WK3,Weekly Voice Roaming Charged Count
VO_ROAM_CNT_CHRG_WK4,Weekly Voice Roaming Charged Count
VO_ROAM_CNT_M1,Monthly Voice Roaming Count
VO_ROAM_CNT_M3,Monthly Voice Roaming Count
VO_ROAM_CNT_M6,Monthly Voice Roaming Count
VO_ROAM_CNT_WK1,Weekly Voice Roaming Count
VO_ROAM_CNT_WK2,Weekly Voice Roaming Count
VO_ROAM_CNT_WK3,Weekly Voice Roaming Count
VO_ROAM_CNT_WK4,Weekly Voice Roaming Count
VO_ROAM_INC_ACT_MOU_CHRG_M1,Actual Voice Roaming Charged Minutes for a specific month
VO_ROAM_INC_ACT_MOU_FREE_M1,Actual Voice Roaming Free Incoming Minutes
VO_ROAM_INC_ACT_MOU_M1,Total voice roaming minutes for a specific month
VO_ROAM_INC_CNT_CHRG_M1,Monthly Voice Roaming Incoming Charged Count
VO_ROAM_INC_CNT_CHRG_WK1,Weekly Voice Roaming Incoming Charged Count
VO_ROAM_INC_CNT_CHRG_WK2,Weekly Voice Roaming Incoming Charged Count
VO_ROAM_INC_CNT_CHRG_WK3,Weekly Voice Roaming Incoming Charged Count
VO_ROAM_INC_CNT_CHRG_WK4,Weekly Voice Roaming Incoming Charged Count
VO_ROAM_INC_CNT_FREE_M1,Monthly Voice Roaming Incoming Free Count
VO_ROAM_INC_CNT_FREE_WK1,Weekly Voice Roaming Incoming Free Count
VO_ROAM_INC_CNT_FREE_WK2,Weekly Voice Roaming Incoming Free Count
VO_ROAM_INC_CNT_FREE_WK3,Weekly Voice Roaming Incoming Free Count
VO_ROAM_INC_CNT_FREE_WK4,Weekly Voice Roaming Incoming Free Count
VO_ROAM_INC_CNT_M1,Monthly Voice Roaming Incoming Count
VO_ROAM_INC_CNT_WK1,Weekly Voice Roaming Incoming Count
VO_ROAM_INC_CNT_WK2,Weekly Voice Roaming Incoming Count
VO_ROAM_INC_CNT_WK3,Weekly Voice Roaming Incoming Count
VO_ROAM_INC_CNT_WK4,Weekly Voice Roaming Incoming Count
VO_ROAM_INC_MOU_CHRG_M1,Monthly Voice Roaming Incoming Charged MOU
VO_ROAM_INC_MOU_CHRG_WK1,Weekly Voice Roaming Incoming Charged MOU
VO_ROAM_INC_MOU_CHRG_WK2,Weekly Voice Roaming Incoming Charged MOU
VO_ROAM_INC_MOU_CHRG_WK3,Weekly Voice Roaming Incoming Charged MOU
VO_ROAM_INC_MOU_CHRG_WK4,Weekly Voice Roaming Incoming Charged MOU
VO_ROAM_INC_MOU_FREE_M1,Monthly Voice Roaming Incoming Free MOU
VO_ROAM_INC_MOU_FREE_WK1,Weekly Voice Roaming Incoming Free MOU
VO_ROAM_INC_MOU_FREE_WK2,Weekly Voice Roaming Incoming Free MOU
VO_ROAM_INC_MOU_FREE_WK3,Weekly Voice Roaming Incoming Free MOU
VO_ROAM_INC_MOU_FREE_WK4,Weekly Voice Roaming Incoming Free MOU
VO_ROAM_INC_MOU_M1,Monthly Voice Roaming Incoming MOU
VO_ROAM_INC_MOU_WK1,Weekly Voice Roaming Incoming MOU
VO_ROAM_INC_MOU_WK2,Weekly Voice Roaming Incoming MOU
VO_ROAM_INC_MOU_WK3,Weekly Voice Roaming Incoming MOU
VO_ROAM_INC_MOU_WK4,Weekly Voice Roaming Incoming MOU
VO_ROAM_INC_REV_M1,Monthly Voice Roaming Incoming Revenue
VO_ROAM_INC_REV_WK1,Voice Roaming Incoming Revenue Weekly
VO_ROAM_INC_REV_WK2,Voice Roaming Incoming Revenue Weekly
VO_ROAM_INC_REV_WK3,Voice Roaming Incoming Revenue Weekly
VO_ROAM_INC_REV_WK4,Voice Roaming Incoming Revenue Weekly
VO_ROAM_MOU_CHRG_M1,Monthly Voice Roaming Charged MOU
VO_ROAM_MOU_CHRG_M3,Monthly Voice Roaming Charged MOU
VO_ROAM_MOU_CHRG_M6,Monthly Voice Roaming Charged MOU
VO_ROAM_MOU_CHRG_WK1,Weekly Voice Roaming Charged MOU
VO_ROAM_MOU_CHRG_WK2,Weekly Voice Roaming Charged MOU
VO_ROAM_MOU_CHRG_WK3,Weekly Voice Roaming Charged MOU
VO_ROAM_MOU_CHRG_WK4,Weekly Voice Roaming Charged MOU
VO_ROAM_MOU_FREE_M1,Voice Roaming Free Minutes of Usage
VO_ROAM_MOU_FREE_WK1,Voice Roaming Free Minutes of Usage Week1
VO_ROAM_MOU_FREE_WK2,Voice Roaming Free Minutes of Usage Week1
VO_ROAM_MOU_FREE_WK3,Voice Roaming Free Minutes of Usage Week1
VO_ROAM_MOU_FREE_WK4,Voice Roaming Free Minutes of Usage Week1
VO_ROAM_MOU_M1,Monthly Voice Roaming MOU
VO_ROAM_MOU_M3,Monthly Voice Roaming MOU
VO_ROAM_MOU_M6,Monthly Voice Roaming MOU
VO_ROAM_MOU_WK1,Weekly Voice Roaming MOU
VO_ROAM_MOU_WK2,Weekly Voice Roaming MOU
VO_ROAM_MOU_WK3,Weekly Voice Roaming MOU
VO_ROAM_MOU_WK4,Weekly Voice Roaming MOU
VO_ROAM_REV_M1,Monthly Voice Roaming Revenue
VO_ROAM_REV_M3,Monthly Voice Roaming Revenue
VO_ROAM_REV_M6,Monthly Voice Roaming Revenue
VO_ROAM_REV_WK1,Weekly Voice Roaming Revenue
VO_ROAM_REV_WK2,Weekly Voice Roaming Revenue
VO_ROAM_REV_WK3,Weekly Voice Roaming Revenue
VO_ROAM_REV_WK4,Weekly Voice Roaming Revenue
VO_STD_ACT_MOU_M1,Voice National Actual Minutes of Usage
VO_STD_ACTV_CNT_M1,Monthly Voice National Active Count
VO_STD_CHRG_MOU_M1,Voice National Charged Minutes of Usage
VO_STD_FREE_MOU_M1,Voice National Free Minutes of Usage
VO_STD_INC_ACT_MOU_M1,Voice National Incoming Actual Minutes of Usage
VO_STD_MOU_ACT_M1,Monthly Voice National Actual MOU
VO_STD_MOU_ACT_WK1,Weekly Voice National Actual MOU
VO_STD_MOU_ACT_WK2,Weekly Voice National Actual MOU
VO_STD_MOU_ACT_WK3,Weekly Voice National Actual MOU
VO_STD_MOU_ACT_WK4,Weekly Voice National Actual MOU
VO_STD_MOU_M1,Monthly Voice National MOU
VO_STD_MOU_WK1,Weekly Voice National MOU
VO_STD_MOU_WK2,Weekly Voice National MOU
VO_STD_MOU_WK3,Weekly Voice National MOU
VO_STD_MOU_WK4,Weekly Voice National MOU
VO_STD_OB_ACT_MOU_M1,Voice National Outbound Actual Minutes of Usage
VO_STD_OB_ACT_REV_M1,Voice National Outbound Actual Minutes of Usage
VO_STD_REV_M1,Indicates Total Revenue of National(STD) Voice events within a given month.
WKLY_IDD_ALLOWANCE_MINS,Weekly International Allowance Minutes
WKLY_IDD_MINS_OTC,Weekly International Minutes One Time Charge
WKLY_LOCAL_DATA_ALLOWANCE_MB,Weekly Local Data Allowance MBs
WKLY_LOCAL_DATA_OTC,Weekly Local Data One Time Charge
WKLY_NATIONAL_ALLOWANCE_MINS,Weekly National Allowance Minutes
WKLY_NATIONAL_MINS_OTC,Weekly National Minutes One Time Charge
ZERO_BLNC_DYS,Number of Zero Balance Days
CEP_COCP_FLAG,CEP or COCP Flag for Differentation-Define if account is CEP or COCP
COUNT_ALL,Count of Subscribed on PKG for Specific RP IDs for Specific Period
CST_PRFL_ID,Customer Profile ID - Column extract from source system CBCM
CST_PRFL_PO_BOX, PO_BOX : Post Box-Customer Profile Post Box ID
CST_PRFL_RL_TP,TP : Relationship Type-Customer Profile Sub Type Relation
CST_PRFL_SUB_TP,TP : Relationship Type-Customer Profile Sub Type Relation
CST_PRFL_UNQ_ID_IN_SRC_STM,Party Profile ID- CBCM-Party Profile ID- CBCM
CST_UNQ_ID_IN_SRC_STM,Party ID - CBCM-Party ID - CBCM
CUG_AMT_M1,CUG : Closed User Group-Closed User Group Amount for previous month
CUG_MIN_USAGE_M1,Closed User Group minutes of usage for previous month
CURRENT_HANDSET_TENURE,Purched Deviced Tenure-for Example if CST BY Apple Product as Installment for 24 months
DATA_DWNLD_DUR_M1,Data Download Duration-Data Download Duration for previous month
DFNDR_AREA,Defender Area-Defender Area
DSC,Product Name (RP) Description
EID_STATUS,Emirates ID-Emirates ID
ELIFE_ADDON_NM,Add-on Services for E-Life Product-Add-on Services for E-Life Product
ESY_PPD_ACT_BNS,Easy Activation Product Flag-Y or N
ESY_PPD_RCHG_BNS,Easy Rcharge Product Flag-Y or N
FNP_BS_UAT_FLG,FNP : Fixed Number Portability-Fixed Number Portability Flag
FST_CHRG_USG_DT,First Charge Date-First Charge Date after free units usage
IDD_2ND_CNTRY,CNTRY :Country-2nd top country for International call
IDD_2ND_CNTRY_CNT,CNTRY :Country-2nd top country for International count call
IDD_2ND_CNTRY_MOU,CNTRY :Country-2nd top country for International Minutes of Usage
IDD_2ND_CNTRY_REV,CNTRY :Country-2nd top country for International Revenue
IDD_3RD_CNTRY,CNTRY :Country-3rd top country for International call
IDD_3RD_CNTRY_REV,CNTRY :Country-3rd top country for International Revenue
IDD_TOP_3RD_CNT,CNTRY :Country-3rd top country for International count call
IDD_TOP_3RD_MOU,CNTRY :Country-3rd top country for International Minutes of Usage
IDD_TOP_CNTRY,CNTRY :Country-Top country for International call
IDD_TOP_CNTRY_CNT,CNTRY :Country-Top country for International count call
IDD_TOP_CNTRY_MOU,CNTRY :Country-Top country for International Minutes of Usage
IDD_TOP_CNTRY_REV,CNTRY :Country-Top country for International Revenue
IDD_TOT_REV,CNTRY :Country-Total Revenue for International Call
LBM_CMNTY,LBM : Location Based Management Community
LBM_EMRT,Location Based Management Emirates
LYLTY_SMLS_LFTM_SVNG,Loyalty Smiles Life Time Savings
MAX_CNCTD_DVCS_ETHRNT,Max. Connected Devices through ethernet
MAX_CNCTD_DVCS_WIFI,Max. Connected Devices through WIFI
MAX_DENOM_PKG_CHRG,DENOM : Denomnation-max. denomination pacakge that customer charge on month
MBL_SSN_CNT,"MBL: Mobile , SSN: Session, CNT : Count-SSN :Data Session"
MIN_AC_BLNC_M1,Min Account Balance-Min Cccount Balance for previous month
MIN_CNCTD_DVCS_ETHRNT,Min. Connected Devices through ethernet
MIN_CNCTD_DVCS_WIFI,Min. Connected Devices through WIFI
MON_IDD_ALLOWANCE_MINS,Monthly Allowed minutes for International Direct Dialing-Integer
MON_IDD_MINS_MRC,Max rate cost
MON_LOCAL_DATA_ALLOWANCE_MB,Monthly Local Data Allowed to use on MB-Monthly Local Data Allowed to use on MB
MON_LOCAL_DATA_MRC,MRC : Max. Rate Cost = (Price in the retail)-MRC : Max. Rate Cost = (Price in the retail)
MON_NAT_MINS_MRC,NAT: National Cost-NAT: National Cost
MON_NATIONAL_ALLOWANCE_MINS,Monthly National Allowed Minutes-Monthly National Allowed Minutes
MST_PREF_LYLTY_PARTNER_NM,Most Prefered  Loyalty Partner Number
MST_USD_VCHR_CGY_NM,Last Voucher Burnt Date 
MST_VWD_ELIFE_CNL,Most Viewed E-Life Channel
MST_VWD_ELIFE_CNL_CTGRY,Most Viewed E-Life Channel Category
MST_VWD_ELIFE_CNL_DUR_SPNT,Most Viewed E-Life Channel Duration Spent-The most channel that CST spent most of time viewed
NO_OF_DLY_PKGS,DLY : Daily-Number of Daily Package
NO_OF_DVICS,Number of Devices Purchased from Etiaslat -Integer
NO_OF_NBA_INTRCN,"INTRCN :Interaction , NBA: Next Best Action"
NO_OF_WKLY_PKGS,Number of Weekly Pacakges
NTW_ACTV_DYS_W1,How many customer Active days for each week in the month-Week1
NTW_ACTV_DYS_W2,How many customer Active days for each week in the month-Week2
NTW_ACTV_DYS_W3,How many customer Active days for each week in the month-Week3
NTW_ACTV_DYS_W4,How many customer Active days for each week in the month-Week4
NTW_AREA,Network Area of the customer
ONT_SERIAL_NO,Optical Network Terminal for Fixed Line Products
POST_PRE_MIG,Post to Pre Migration Flag
PRE_POST_MIG,Pre to Post Migration Flag
PREMIUM_CALLS_MNTLY_USG_AMT,Premium Calls Monthly Usage Amount
PREMIUM_SMS_MNTLY_USG_AMT,Premium SMS  Monthly Usage Amount
PREPAYMENT_CHRG,"Sum Prepayment Charge for Specific Package depends on PKG ID-if Prepayment or One Time Charge , etc."
PREV_HANDSET_MAKE,User Handset manufacturing-common value is Unknown
PREV_HANDSET_MODEL,Previous Handset Model
PREV_TAC,Previous Handset TAC-Business Term : Type Allocation Code
PRFRD_DLVRY_MD,Prefered Delivery Method
PRIM_RATE_PLN_TP,Prime Rateplan
PRTY_CREATION_DT,Customer Created (Started) Date in format YYYY-MM-DD HH:MM:SS
RCR_CHRG_DSC,Description for the Recurring Charge value required each month from customer 
REG_DT,Customer Registration Date or Change Ownership Date in format YYYY-MM-DD HH:MM:SS
RM_FLG,"Flag to Indicate if customer exist technically on Revenue Model in DWH and Rules applied there with Values Y , N"
SCV_CNT_PRE,Count of distinct specific product on the parent cbcm_account_id -PRODUCT_DESC = WS
SCV_CNT_PST,Count of distinct specific product on the parent cbcm_account_id -PRODUCT_DESC = GS
SCV_KEY,Assigned Service Product KEY
SMARTPAY_AT_ACCOUNT_LEVEL_FLAG,Is user using smart pay solution to pay bills flag
SMLS_FST_TXN_DT,Loyalty Smiles First Transaction Date
SMLS_LST_TXN_DT,Loyalty Smiles Application Last Transaction Date
SO_CHRG_ACT_MOU_M1,Total charge for social media activity in the snapshot month
SO_CHRG_ROAM_ACT_MOU_M1,Total minutes of active roaming voice calls charged to the customers account in the previous month
SO_STD_FREE_ACT_MOU_M1,Total National free activity minutes in the snapshot for previous month
SOCIO_SEG,Customer Social Economic Segmentation
SRC_B2B_ORG_UNIT_ID,"Source of B2B Organization Unit ID relation to get information like Account Owner , CONTACT_MOBILE_NO"
TOT_MRC_ROAM_DATA_ADD_DEACT_M1,Total Monthly Recurring Charge for Data Roaming Add-on Deactivation (Snapshot Month)
TOT_MRC_ROAM_DATA_ADDON_ACT_M1,Total Monthly Recurring Charge for Data Roaming Add-on Activation  (Snapshot Month)
AR_NUM,Tokenized - Phone Number
HOME_TELEPHONE,Tokenized - Phone Number
WORK_PHONE,Tokenized - Phone Number
EMAIL,Tokenized - Customer EMAIL
BCRM_CST_NM,Tokenized - Customer English Name
BCRM_PRNT_CST_NM,Tokenized - Customer Name
MST_CLL_FWD_NUM,The Most Call Forward Number
MST_USD_IMEI,Tokenized - Must Used IMEI
SALES_MANAGER_EMAIL,Account Sales Owners E-mail for Contact 
LYLTY_SMLS_CRD_NUM,Loyalty Smiles Card Number for Transaction
FNP_DT,Fixed Number Portability Date & Time with format YYYY-MM-DD HH:MM:SS
MOBILE_CONTACT,Customer Mobile Contact Number
SALES_MANAGER,Account Sales Name
SALES_MANAGER_MOBILE,Account Sales Owners Contact Mobile Number
TOP_CALD_IDD_M1,Top called international (IDD) number in previous month 
TOP_CALD_STD_M1,Top called National number in previous month
TRN_NUMBER,Transaction number
AUTH_CONTACT,This column stores the details of the authorized contact person responsible for managing or approving the accounts invoices
EBILL_EML,Tokenized - EBill email for each customer
dbrx_ld_dt,Technical Engineering Column to represent insertion date & time for record in Databricks (load timestamp) in format YYYY-MM-DD HH:MM:SS
